P19,0.0,0.0,0.06349206349206349,0.4603174603174603,[X] [Y.Loc] doğdu .
P20,0.0,0.0,0.07042253521126761,0.04225352112676056,[X] [Y.Loc] öldü .
P279,0.0,0.0,0.05026455026455026,0.06878306878306878,[X] [Y.Gen] alt sınıfıdır .
P37,0.0,0.0,0.00784313725490196,0.05228758169934641,[X.Gen] resmi dili [Y;be] .
P413,0.0,0.0,0.11764705882352941,0.11764705882352941,[X] [Y] pozisyonunda oynar .
P166,0.0,0.0,0.020477815699658702,0.020477815699658702,[X] [Y] ile ödüllendirildi .
P449,0.0,0.0,0.1511627906976744,0.22093023255813954,[X] orijinal olarak [Y.Loc] yayınlandı .
P69,0.0,0.0,0.32,0.32,[X] [Y] Üniversitesi'nde eğitim aldı .
P47,0.0,0.0,0.14444444444444443,0.14444444444444443,[X] [Y] ile sınır paylaşır .
P138,0.0,0.010362694300518135,0.09844559585492228,0.15544041450777202,[X] [Y.Gen] ismini aldı .
P364,0.0,0.0,0.0,0.0392156862745098,[X.Gen] orijinal dili [Y;be] .
P54,0.0,0.0,0.06896551724137931,0.06896551724137931,[X] [Y] ile oynar .
P463,0.0,0.0,0.0110803324099723,0.18282548476454294,[X] [Y.Gen] bir üyesidir .
P101,0.0,0.0,0.031007751937984496,0.031007751937984496,[X] [Y] alanında çalışır .
P1923,0.0,0.0,0.02653631284916201,0.02653631284916201,[Y] [X.Acc] katıldı .
P106,0.0,0.0,0.023255813953488372,0.0,[X] meslek olarak [Y;be] .
P527,0.0,0.0,0.014925373134328358,0.09701492537313433,[X] [Y.Abl] oluşur .
P102,0.0,0.0,0.028846153846153848,0.028846153846153848,[X] [Y] partisinin üyesidir .
P530,0.0,0.0,0.11210762331838565,0.11210762331838565,[X] [Y] ile diplomatik ilişkiler sürdürmektedir .
P176,0.08391608391608392,0.08391608391608392,0.22377622377622378,0.22377622377622378,[X] [Y] tarafından üretilir .
P27,0.005263157894736842,0.005263157894736842,0.021052631578947368,0.021052631578947368,[X] bir [Y] vatandaşıdır .
P407,0.0,0.0,0.3068181818181818,0.20454545454545456,[X] [Y.Loc] yazıldı .
P30,0.0,0.0,0.0078125,0.1953125,[X] [Y.Loc] bulunur .
P178,0.0,0.0,0.17829457364341086,0.17829457364341086,[X] [Y] tarafından geliştirildi .
P1376,0.0,0.0,0.0932475884244373,0.1157556270096463,[X] [Y.Gen] başkentidir .
P131,0.0,0.0,0.04924242424242424,0.09848484848484848,[X] [Y.Loc] bulunur .
P1412,0.0,0.0,0.23734177215189872,0.23734177215189872,[X] [Y] dilinde iletişim kurardı .
P108,0.0,0.0,0.024,0.024,[X] [Y] için çalışır .
P136,0.0,0.0,0.12385321100917432,0.12385321100917432,[X] [Y] müzik yapar .
P17,0.0,0.0,0.05652173913043478,0.06521739130434782,[X] [Y.Loc] bulunur .
P39,0.0,0.0,0.031578947368421054,0.031578947368421054,[X] [Y] pozisyonuna sahiptir .
P264,0.0,0.0,0.291970802919708,0.291970802919708,[X] [Y] müzik şirketi tarafından temsil edilir .
P276,0.0,0.0,0.023391812865497075,0.05263157894736842,[X] [Y.Loc] bulunur .
P937,0.0,0.0,0.011904761904761904,0.21428571428571427,[X] [Y.Loc] çalışırdı .
P140,0.004672897196261682,0.004672897196261682,0.04205607476635514,0.04205607476635514,[X] [Y] dinine mensuptur .
P1303,0.0,0.0,0.391025641025641,0.391025641025641,[X] [Y] çalar .
P127,0.0,0.0,0.046875,0.08854166666666667,[X] [Y.Dat] aittir .
P103,0.0,0.0,0.015873015873015872,0.0026455026455026454,[X.Gen] anadili [Y;be] .
P190,0.003968253968253968,0.003968253968253968,0.35912698412698413,0.35912698412698413,[X] ve [Y] ikiz şehirlerdir .
P1001,0.0,0.0,0.04371584699453552,0.03278688524590164,[X] [Y.Loc] bir yasal şarttır .
P31,0.0,0.0,0.036885245901639344,0.14344262295081966,[X] bir [Y;be] .
P495,0.0,0.0,0.026200873362445413,0.056768558951965066,[X] [Y.Loc] yaratıldı .
P159,0.0,0.0,0.007751937984496124,0.015503875968992248,[X.Gen] karargahı [Y.Loc] .
P36,0.0,0.004081632653061225,0.02040816326530612,0.0653061224489796,[X.Gen] başkenti [Y;be] .
P740,0.0,0.0,0.018867924528301886,0.05660377358490566,[X] [Y.Loc] kuruldu .
P361,0.0,0.0,0.08333333333333333,0.11333333333333333,[X] [Y.Gen] parçasıdır .
